title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
Social Media and Marketing Intern,Part-time,Internship,Information Technology and Services,Marketing,1,0,0,Correct
Evening Supervisor,Full-time,Associate,Business Supplies and Equipment,Customer Service,0,0,0,Correct
ECAD Engineer,Full-time,Mid-Senior level,Automotive,Engineering,1,0,0,Correct
Cooks & Chefs Wanted in Australia,Full-time,Associate,Hospitality,unknown,0,0,0,Correct
Sales/marketing/advertising,Part-time,Not Applicable,Marketing and Advertising,Sales,0,1,0,Wrong
Javascript Engineer,Full-time,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
"Manufacturing Engineer -  Aiken, SC",Full-time,Mid-Senior level,Electrical/Electronic Manufacturing,Engineering,0,0,0,Correct
Product Marketing Manager ,Full-time,Associate,Internet,Marketing,1,0,0,Correct
UX Designer,Full-time,Mid-Senior level,Design,Design,1,0,0,Correct
Shipper (San Diego),unknown,unknown,unknown,Other,1,0,0,Correct
"Inbound Marketing Associate, New York",Full-time,Associate,Internet,Marketing,1,0,0,Correct
Front End Developer,Full-time,Associate,Marketing and Advertising,Information Technology,1,0,0,Correct
Insurance Administrator,Full-time,Entry level,Financial Services,unknown,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
I want to work at Vend in WELLINGTON,unknown,unknown,unknown,unknown,1,0,0,Correct
Senior Software Engineer,unknown,unknown,unknown,unknown,0,0,0,Correct
Information Technology Analyst I,Full-time,Not Applicable,Information Technology and Services,Information Technology,1,0,0,Correct
Internal IT Administrator,Full-time,Associate,Computer Software,Engineering,1,0,0,Correct
Temporary Revenue Accounts Clerk   ,Temporary,Internship,Airlines/Aviation,Finance,1,0,0,Correct
Marketing Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Full Stack/Python App Engineer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
QA/Systems Automation Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
"Engineer, Online Video Platform",Full-time,Mid-Senior level,Entertainment,unknown,0,0,0,Correct
Accounting Manager,Full-time,Mid-Senior level,Internet,Finance,1,0,0,Correct
Brand & Logo Design Contest,Other,unknown,unknown,Design,0,1,0,Wrong
Social Media / Copywriter,Full-time,Not Applicable,Insurance,Marketing,1,0,0,Correct
Project Coordinator,unknown,unknown,unknown,unknown,0,0,0,Correct
Devops engineer,Full-time,unknown,unknown,unknown,1,0,0,Correct
"Brand Ambassador - Marketing, Advertising and PR",Full-time,Entry level,Marketing and Advertising,Marketing,1,0,0,Correct
Testing Engineer,Full-time,unknown,Biotechnology,Engineering,0,0,0,Correct
Medewerker Klantenservice,Full-time,unknown,Internet,Customer Service,1,0,0,Correct
"Data Warehouse Developer (SQL server, T-SQL)",Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
DATA SCIENTIST,Full-time,Director,Computer Software,Information Technology,0,0,0,Correct
Health Safety Environmental Manager,Full-time,unknown,Environmental Services,unknown,0,0,0,Correct
Junior Software Engineer,Full-time,Entry level,Marketing and Advertising,Engineering,1,0,0,Correct
Manufacturing Engineer - FDA GMP ISO CAD DVM - CT,Full-time,unknown,unknown,unknown,0,0,0,Correct
Director of Operations (Chicago),Full-time,Associate,Hospital & Health Care,Training,1,0,0,Correct
cnc operator trainee,Full-time,unknown,Furniture,Production,1,0,0,Correct
Experienced Service Technician - Window & Door Installation,Full-time,Mid-Senior level,Construction,unknown,1,0,0,Correct
Inside Sales Representative,Full-time,Associate,Computer Software,Consulting,1,0,0,Correct
Executive Director of Client Services,Full-time,Director,"Health, Wellness and Fitness",Customer Service,1,0,0,Correct
Therapeutic Foster Parent,unknown,unknown,unknown,unknown,1,0,0,Correct
Sales Associate - NRG,Full-time,unknown,Information Technology and Services,Sales,1,0,0,Correct
Engineering Manager ,unknown,unknown,unknown,unknown,0,0,0,Correct
Outside Sales Account Executive,Full-time,Entry level,Information Technology and Services,Business Development,1,0,0,Correct
Lawn and Maintenance Contractors ,Contract,unknown,Real Estate,unknown,0,1,1,Correct
Mobile Developer,Full-time,Associate,Marketing and Advertising,Engineering,1,0,0,Correct
Information Systems Support Specialist  ,Full-time,unknown,Information Services,unknown,0,1,0,Wrong
Customer Success Agent (Technical Product Support),Full-time,Not Applicable,Computer Software,Customer Service,1,0,0,Correct
Retail Store Cleaner,Full-time,unknown,Apparel & Fashion,Other,1,0,0,Correct
Junior .NET Developer,Full-time,Entry level,Information Technology and Services,Information Technology,1,0,0,Correct
SAP BI Program/Delivery Manager,Full-time,unknown,unknown,Consulting,1,0,0,Correct
Blipp Developer ,Full-time,Not Applicable,Marketing and Advertising,Engineering,1,0,0,Correct
Senior QC Specialist,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
"Life Insurance Agent - Orange County, CA",Full-time,Not Applicable,Insurance,Sales,1,0,0,Correct
Customer Service Associate  ,Full-time,Entry level,Education Management,Customer Service,1,0,0,Correct
.Net Software Developer - Integration,Full-time,unknown,Information Technology and Services,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Software Engineer,unknown,unknown,unknown,unknown,0,0,0,Correct
Systems deployment Engineer ,Contract,unknown,unknown,Engineering,1,0,0,Correct
"CNC Machinist - Asheboro, NC",Full-time,Mid-Senior level,Electrical/Electronic Manufacturing,Engineering,0,0,0,Correct
Software Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
"Software Engineer - Angular JS, Ruby on Rails",Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Structural Engineer,Full-time,Mid-Senior level,Oil & Energy,Engineering,1,0,0,Correct
Sales Representative,Full-time,Associate,Financial Services,Sales,0,0,0,Correct
WF4 4DS Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,unknown,Customer Service,1,0,0,Correct
1st level support engineers (MS Dynamics NAV) ,unknown,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Customer Service Team Lead ,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Maintenance Technician,Full-time,unknown,Facilities Services,unknown,0,0,0,Correct
Graduates: English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Web Developer,Full-time,Mid-Senior level,Computer Software,unknown,1,0,0,Correct
Front End Web Developer,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Sr. Web Engineer,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
SAP BI Program / Delivery Manager,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Desktop Technician (Imaging),Full-time,Entry level,Information Technology and Services,Information Technology,1,0,0,Correct
Associate Digital Producer,Full-time,Associate,Online Media,Project Management,1,0,0,Correct
Stormwater& Light Construction ,unknown,unknown,unknown,unknown,0,0,0,Correct
Accounting and Retail Coordinator,Full-time,Associate,Retail,Accounting/Auditing,0,0,0,Correct
Sales Executive - UK,Full-time,Associate,Internet,Sales,0,0,0,Correct
Email Marketing Analyst,Full-time,Associate,Internet,Marketing,1,0,0,Correct
Data Entry Admin/Clerical Positions - Work From Home,unknown,unknown,unknown,unknown,0,1,1,Correct
Associate Business Development,Full-time,Entry level,Information Technology and Services,Business Development,0,0,0,Correct
Account Manager,Full-time,Associate,Marketing and Advertising,Advertising,1,0,0,Correct
Vacancy in Halliburton,Full-time,Entry level,Oil & Energy,unknown,0,1,0,Wrong
Restaurant Delivery Drivers,unknown,unknown,Restaurants,unknown,0,0,0,Correct
Project QA Engineer,Full-time,unknown,Oil & Energy,Engineering,1,1,1,Correct
Client Relationship Managers,unknown,unknown,unknown,unknown,0,0,0,Correct
Luxury fragrance consultants needed for Xmas!,unknown,unknown,unknown,unknown,1,0,0,Correct
Process Controls Staff Engineer - Foxboro I/A TriconexSIS - TX,Full-time,unknown,unknown,unknown,0,0,0,Correct
Electrical Maintenance Technician,Full-time,unknown,unknown,unknown,0,0,0,Correct
Jr. Developer,Full-time,Entry level,Computer Software,Engineering,0,0,0,Correct
Software Applications Specialist,Full-time,Associate,Computer Software,Engineering,1,0,0,Correct
Account Executive (German Market),Full-time,unknown,Internet,Accounting/Auditing,1,0,0,Correct
Product Analyst,Full-time,Associate,Logistics and Supply Chain,Product Management,1,0,0,Correct
Office Manager / HR  ,Full-time,unknown,Retail,unknown,1,0,0,Correct
Internet Marketing Manager/Internet Marketing Specialist [paid campaigns],Full-time,Associate,Computer Software,Marketing,1,0,0,Correct
Technical Pre-Sales Specialist,Full-time,Associate,Internet,Business Analyst,1,0,0,Correct
Substance Abuse Counselor (Greenville Center),unknown,Entry level,Medical Practice,Health Care Provider,1,0,0,Correct
Military Veterans Wanted for Solar Energy Construction,Other,Not Applicable,Construction,Other,1,0,0,Correct
Network Engineer,unknown,unknown,unknown,unknown,0,0,0,Correct
Demonstrator,unknown,unknown,unknown,unknown,1,0,0,Correct
SENIOR .NET DEVELOPER,Full-time,unknown,Staffing and Recruiting,Information Technology,1,0,0,Correct
Network Administrator,unknown,unknown,unknown,unknown,1,0,0,Correct
Applications' Systems Engineer,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
"Cost Accountant - QAD ERP WCM PPE EMS - Madison, WI",Full-time,unknown,Accounting,unknown,0,0,0,Correct
"iOS apps (iPhone, iPod Touch, or iPad), iOS SDK - iOS Developer",Contract,unknown,unknown,Information Technology,0,0,0,Correct
Sales & Marketing Assistant,Full-time,unknown,Electrical/Electronic Manufacturing,Sales,1,0,0,Correct
Manager of International Business Development,Full-time,Mid-Senior level,International Trade and Development,Business Development,1,0,0,Correct
Art Director,Full-time,Not Applicable,Design,Design,1,0,0,Correct
Bookkeeper,Part-time,Associate,Automotive,Accounting/Auditing,1,0,0,Correct
Director of Demand Generation,Full-time,Director,unknown,Marketing,1,0,0,Correct
Product Designer,Full-time,Mid-Senior level,Internet,Design,1,0,0,Correct
Non-Urgent Patient Transfer Attendant - Kitchener,unknown,unknown,Hospital & Health Care,Health Care Provider,1,0,0,Correct
TWIC or RAPIDGate Laborers,Contract,unknown,Environmental Services,Other,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Customer Service Representative,Full-time,Entry level,Real Estate,Customer Service,1,1,1,Correct
Sales and Marketing Analyst Intern,Part-time,unknown,unknown,Marketing,0,0,0,Correct
Online Advertising & Data Input Operations Assistant,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Chief Operating Officer (COO),Full-time,Director,Internet,General Business,1,0,0,Correct
Sales Director - Replise US Operations,Full-time,Director,Research,Sales,1,0,0,Correct
Marketing Manager,Full-time,Associate,Marketing and Advertising,Marketing,1,0,0,Correct
Senior Game Designer,Full-time,Mid-Senior level,Entertainment,Design,1,0,0,Correct
Customer Service Associate Mail and Copy - Part Time ,Part-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Amazon Web Services (AWS) Administrator,Full-time,Mid-Senior level,Insurance,Information Technology,1,0,0,Correct
Sr. Accountant,Full-time,Mid-Senior level,Marketing and Advertising,Accounting/Auditing,0,0,0,Correct
Specialist Teaching Associate,Full-time,unknown,Education Management,unknown,1,0,0,Correct
Lead Customer Service Associate ,Full-time,Entry level,Environmental Services,Customer Service,1,0,0,Correct
Maintenance Technician,Full-time,unknown,unknown,unknown,1,0,0,Correct
Key Account Manager,Full-time,Mid-Senior level,Business Supplies and Equipment,Sales,1,0,0,Correct
Sales Operations Manager,Full-time,Associate,Computer Software,Sales,1,0,0,Correct
Tax Analyst,Full-time,unknown,Accounting,unknown,0,0,0,Correct
Software Development,unknown,unknown,unknown,unknown,1,0,0,Correct
Partner Relations Manager (DACH),Full-time,Associate,unknown,unknown,1,0,0,Correct
Interpreter Service Relations Specialist,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Technical Writer,Full-time,unknown,unknown,unknown,1,0,0,Correct
HSE Manager,Full-time,unknown,Oil & Energy,Engineering,1,1,1,Correct
Freelance Translators (m/f) from Russian and German into Spanish,Other,unknown,E-Learning,Writing/Editing,1,0,0,Correct
Frontend UX / Magento Themes Developer (3 month contract),Contract,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
Customer Service Associate - On Call ,Part-time,Entry level,Computer Software,Customer Service,1,0,0,Correct
Java Developer,Full-time,unknown,unknown,unknown,1,0,0,Correct
Property Sales Consultant ,Full-time,Not Applicable,Real Estate,unknown,0,0,0,Correct
 CAD Operator,Full-time,unknown,Oil & Energy,Engineering,1,1,1,Correct
Sharepoint Admin,Contract,unknown,Investment Management,unknown,1,0,0,Correct
General Clerk 1 ,Full-time,Entry level,Government Administration,Administrative,1,0,0,Correct
Software Build Engineer,Full-time,unknown,unknown,unknown,1,0,0,Correct
Data Scientist,Full-time,Mid-Senior level,Biotechnology,Engineering,1,0,0,Correct
Customer Service Associate- Copy Center ,Full-time,Entry level,Legal Services,Customer Service,1,0,0,Correct
Android Developer - Rithmio,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Office Administrator,Contract,Not Applicable,Telecommunications,Administrative,0,0,0,Correct
Appointment Setter,Other,unknown,unknown,Customer Service,1,0,0,Correct
Human Resource (HR) Risk Management Specialist,unknown,unknown,unknown,unknown,0,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Marketing / Sales Representative ,Full-time,Associate,Financial Services,Sales,1,0,0,Correct
Something else (Other),unknown,unknown,unknown,unknown,1,0,0,Correct
 Sales and Customer Service Roles - No Experience Required,Full-time,Not Applicable,Marketing and Advertising,Marketing,0,0,0,Correct
Fluid Technician,Full-time,unknown,unknown,unknown,0,0,0,Correct
Account Manager ,unknown,unknown,unknown,unknown,0,0,0,Correct
Design Engineer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Inside Sales Representative,unknown,unknown,unknown,Sales,1,0,0,Correct
Graphic Designer,Full-time,Entry level,unknown,Marketing,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Application Support Analyst,Full-time,Associate,Computer Software,unknown,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
